userId,first_name,last_name,email,mobilePlanId,name,description,price,data_limit,call_minutes,sms_count,orderId,user_id,mobile_plan_id,created_at,paymentId,order_id,amount,created_at,method,status,subscriptionId,user_id,plan_id,start_date,end_date,status
503,Jane,Doe,jane.doe503@example.com,503,Plan503,Description for Plan503,113,7,394,72,503,429,505,2025-01-04 20:44:04,503,688,250.97,2024-05-10 09:41:44,PAYPAL,REFUNDED,503,356,834,2025-02-17,2025-02-19,ACTIVE
504,Bob,Brown,bob.brown504@example.com,504,Plan504,Description for Plan504,118,6,371,70,504,965,547,2024-07-02 01:37:14,504,78,391.09,2024-08-01 08:45:03,PAYPAL,REFUNDED,504,36,392,2024-07-11,2024-07-26,CANCELLED
505,Bob,Brown,bob.brown505@example.com,505,Plan505,Description for Plan505,85,3,330,79,505,696,69,2024-12-23 03:57:54,505,409,67.54,2024-06-29 15:14:52,CREDIT_CARD,PENDING,505,415,312,2024-11-10,2024-12-01,ACTIVE
506,Alice,Doe,alice.doe506@example.com,506,Plan506,Description for Plan506,55,8,191,58,506,56,725,2024-06-02 12:49:32,506,491,47.55,2024-09-09 15:48:19,PAYPAL,COMPLETED,506,411,69,2024-11-12,2024-12-03,ACTIVE
507,Bob,Johnson,bob.johnson507@example.com,507,Plan507,Description for Plan507,56,7,269,68,507,833,7,2024-06-04 07:34:59,507,501,489.24,2025-03-31 18:46:48,BANK_TRANSFER,REFUNDED,507,239,142,2024-07-17,2024-07-18,ACTIVE
508,Alice,Smith,alice.smith508@example.com,508,Plan508,Description for Plan508,133,6,256,72,508,291,561,2024-09-05 13:51:39,508,984,309.95,2024-10-30 22:11:31,PAYPAL,FAILED,508,205,794,2024-08-23,2024-09-16,ACTIVE
509,Bob,Doe,bob.doe509@example.com,509,Plan509,Description for Plan509,136,8,259,82,509,92,899,2025-01-17 20:09:42,509,306,344.14,2024-04-22 22:16:05,PAYPAL,FAILED,509,837,883,2024-09-08,2024-09-18,CANCELLED
510,Jane,Brown,jane.brown510@example.com,510,Plan510,Description for Plan510,87,1,398,52,510,174,854,2024-07-30 03:32:19,510,494,428.25,2024-10-28 11:05:45,CREDIT_CARD,PENDING,510,123,470,2024-10-03,2024-10-22,EXPIRED
511,Bob,Smith,bob.smith511@example.com,511,Plan511,Description for Plan511,71,4,100,81,511,144,936,2025-03-02 04:45:35,511,915,184.09,2024-08-10 05:39:36,PAYPAL,REFUNDED,511,749,810,2024-11-22,2024-12-14,ACTIVE
512,Bob,Doe,bob.doe512@example.com,512,Plan512,Description for Plan512,140,9,354,84,512,184,457,2024-07-20 11:57:18,512,317,319.20,2024-06-04 04:07:17,CREDIT_CARD,PENDING,512,733,292,2025-01-02,2025-01-09,ACTIVE
513,John,Brown,john.brown513@example.com,513,Plan513,Description for Plan513,94,2,248,63,513,835,392,2024-06-25 12:15:22,513,167,236.80,2025-02-13 01:47:17,PAYPAL,REFUNDED,513,804,679,2024-08-31,2024-09-10,CANCELLED
514,John,Smith,john.smith514@example.com,514,Plan514,Description for Plan514,122,4,302,71,514,151,262,2024-06-20 16:28:30,514,211,365.46,2025-01-09 09:59:31,CREDIT_CARD,FAILED,514,33,419,2024-09-05,2024-09-16,ACTIVE
515,Jane,Doe,jane.doe515@example.com,515,Plan515,Description for Plan515,143,6,111,92,515,67,499,2024-09-23 02:09:34,515,426,108.23,2024-07-13 10:03:05,PAYPAL,REFUNDED,515,155,736,2024-09-27,2024-09-27,ACTIVE
516,Jane,Johnson,jane.johnson516@example.com,516,Plan516,Description for Plan516,108,5,226,87,516,113,431,2024-07-17 11:45:14,516,948,386.14,2024-09-25 12:37:31,PAYPAL,REFUNDED,516,994,465,2025-03-27,2025-04-13,EXPIRED
517,Bob,Doe,bob.doe517@example.com,517,Plan517,Description for Plan517,142,2,305,73,517,991,695,2025-01-24 16:56:26,517,7,471.14,2024-10-01 19:38:07,PAYPAL,COMPLETED,517,233,787,2024-09-03,2024-09-19,CANCELLED
518,Jane,Smith,jane.smith518@example.com,518,Plan518,Description for Plan518,100,2,311,57,518,831,328,2024-08-07 16:12:23,518,506,200.28,2025-03-09 11:47:18,CREDIT_CARD,FAILED,518,896,307,2025-01-25,2025-02-08,ACTIVE
519,Bob,Doe,bob.doe519@example.com,519,Plan519,Description for Plan519,67,5,383,68,519,780,206,2024-07-29 23:09:53,519,377,397.98,2024-07-26 23:38:45,CREDIT_CARD,PENDING,519,527,162,2024-12-08,2024-12-27,CANCELLED
520,Bob,Johnson,bob.johnson520@example.com,520,Plan520,Description for Plan520,113,3,331,68,520,554,941,2024-11-13 21:49:04,520,881,283.36,2024-10-08 08:01:03,BANK_TRANSFER,COMPLETED,520,133,659,2024-06-27,2024-07-21,EXPIRED
521,John,Doe,john.doe521@example.com,521,Plan521,Description for Plan521,94,2,243,98,521,284,804,2024-09-23 17:00:43,521,419,89.87,2024-09-16 01:22:32,CREDIT_CARD,COMPLETED,521,380,383,2025-02-07,2025-02-20,ACTIVE
522,Jane,Brown,jane.brown522@example.com,522,Plan522,Description for Plan522,73,5,226,86,522,693,465,2024-11-06 18:16:35,522,399,161.40,2024-12-25 21:13:25,CREDIT_CARD,FAILED,522,624,95,2024-11-14,2024-12-04,EXPIRED
523,Jane,Johnson,jane.johnson523@example.com,523,Plan523,Description for Plan523,117,4,368,51,523,969,92,2024-10-06 08:52:00,523,452,318.85,2025-01-09 11:57:09,BANK_TRANSFER,REFUNDED,523,49,149,2025-01-09,2025-02-03,ACTIVE
524,Bob,Brown,bob.brown524@example.com,524,Plan524,Description for Plan524,67,9,123,64,524,866,396,2024-05-21 17:53:37,524,709,30.41,2024-10-09 12:53:19,BANK_TRANSFER,PENDING,524,274,682,2024-07-27,2024-08-12,EXPIRED
525,John,Johnson,john.johnson525@example.com,525,Plan525,Description for Plan525,65,4,299,98,525,320,814,2024-06-19 11:55:41,525,4,285.91,2024-04-26 05:23:07,BANK_TRANSFER,REFUNDED,525,7,974,2024-05-03,2024-05-21,ACTIVE
526,Bob,Smith,bob.smith526@example.com,526,Plan526,Description for Plan526,65,1,176,82,526,312,863,2025-02-01 18:06:14,526,52,255.32,2024-08-08 11:07:45,BANK_TRANSFER,FAILED,526,678,129,2025-04-02,2025-04-19,CANCELLED
527,Alice,Brown,alice.brown527@example.com,527,Plan527,Description for Plan527,80,1,250,58,527,960,614,2024-06-16 06:12:55,527,292,281.06,2025-02-21 03:41:15,CREDIT_CARD,PENDING,527,836,835,2025-02-11,2025-02-23,CANCELLED
528,Bob,Johnson,bob.johnson528@example.com,528,Plan528,Description for Plan528,99,9,125,98,528,562,7,2025-02-27 16:32:52,528,550,165.73,2024-04-26 00:51:31,PAYPAL,COMPLETED,528,326,772,2025-01-04,2025-01-08,ACTIVE
529,Alice,Brown,alice.brown529@example.com,529,Plan529,Description for Plan529,148,8,361,88,529,369,140,2024-07-12 08:32:44,529,659,335.71,2025-01-09 01:09:23,BANK_TRANSFER,COMPLETED,529,837,651,2024-08-06,2024-08-24,CANCELLED
530,Alice,Doe,alice.doe530@example.com,530,Plan530,Description for Plan530,142,2,109,57,530,395,316,2024-11-13 06:31:12,530,480,444.28,2024-06-28 11:14:38,BANK_TRANSFER,FAILED,530,984,182,2025-01-11,2025-01-18,CANCELLED
531,John,Johnson,john.johnson531@example.com,531,Plan531,Description for Plan531,58,9,199,75,531,9,572,2025-03-26 16:16:37,531,229,386.53,2024-05-08 16:25:30,CREDIT_CARD,REFUNDED,531,709,818,2024-06-28,2024-07-03,ACTIVE
532,Alice,Brown,alice.brown532@example.com,532,Plan532,Description for Plan532,118,3,131,85,532,430,21,2024-11-22 03:13:24,532,280,422.10,2024-12-08 11:33:51,BANK_TRANSFER,FAILED,532,207,331,2024-11-30,2024-12-29,EXPIRED
533,Alice,Johnson,alice.johnson533@example.com,533,Plan533,Description for Plan533,112,7,393,73,533,353,450,2024-05-07 11:43:04,533,346,289.47,2024-05-17 14:38:05,PAYPAL,COMPLETED,533,228,253,2024-08-13,2024-09-03,CANCELLED
534,Alice,Smith,alice.smith534@example.com,534,Plan534,Description for Plan534,52,1,194,86,534,450,266,2024-12-01 19:43:40,534,779,378.67,2024-11-08 12:05:35,PAYPAL,COMPLETED,534,966,198,2024-05-04,2024-05-15,CANCELLED
535,John,Brown,john.brown535@example.com,535,Plan535,Description for Plan535,99,4,354,72,535,767,412,2024-06-09 00:34:55,535,109,255.71,2024-08-16 17:42:32,PAYPAL,COMPLETED,535,923,192,2024-06-08,2024-07-02,EXPIRED
536,Alice,Smith,alice.smith536@example.com,536,Plan536,Description for Plan536,80,1,180,91,536,738,134,2025-01-24 23:20:29,536,126,444.43,2024-08-15 11:57:49,BANK_TRANSFER,FAILED,536,535,572,2025-01-12,2025-01-16,EXPIRED
537,Bob,Brown,bob.brown537@example.com,537,Plan537,Description for Plan537,61,10,136,53,537,605,19,2024-08-27 14:50:57,537,928,24.77,2024-06-21 00:30:28,PAYPAL,REFUNDED,537,875,316,2025-02-15,2025-03-17,ACTIVE
538,Bob,Doe,bob.doe538@example.com,538,Plan538,Description for Plan538,63,1,114,90,538,914,767,2025-01-25 06:28:00,538,525,144.50,2024-11-18 11:00:55,BANK_TRANSFER,PENDING,538,298,440,2024-12-17,2025-01-16,CANCELLED
539,John,Smith,john.smith539@example.com,539,Plan539,Description for Plan539,123,9,293,76,539,686,750,2024-09-12 17:35:48,539,519,296.57,2024-11-07 09:34:04,PAYPAL,PENDING,539,77,1000,2024-12-21,2025-01-09,ACTIVE
540,Alice,Doe,alice.doe540@example.com,540,Plan540,Description for Plan540,69,2,386,69,540,461,491,2024-12-12 09:41:57,540,786,243.91,2025-01-20 03:50:52,BANK_TRANSFER,PENDING,540,553,300,2024-07-23,2024-07-25,CANCELLED
541,Alice,Doe,alice.doe541@example.com,541,Plan541,Description for Plan541,55,2,142,68,541,201,917,2025-02-20 09:11:40,541,266,271.85,2024-06-23 04:43:40,CREDIT_CARD,FAILED,541,260,827,2025-01-11,2025-01-19,ACTIVE
542,John,Doe,john.doe542@example.com,542,Plan542,Description for Plan542,120,7,231,81,542,180,864,2025-03-06 07:24:01,542,266,305.97,2024-10-31 05:50:33,PAYPAL,COMPLETED,542,56,232,2024-04-18,2024-04-25,EXPIRED
543,Alice,Brown,alice.brown543@example.com,543,Plan543,Description for Plan543,111,2,180,84,543,726,384,2024-11-25 20:39:41,543,447,130.88,2025-03-07 10:22:35,BANK_TRANSFER,FAILED,543,311,892,2024-07-09,2024-07-30,EXPIRED
544,Alice,Johnson,alice.johnson544@example.com,544,Plan544,Description for Plan544,82,10,156,99,544,841,519,2024-07-04 16:16:16,544,684,238.21,2024-06-14 18:29:50,PAYPAL,REFUNDED,544,738,475,2024-11-12,2024-11-17,EXPIRED
545,John,Doe,john.doe545@example.com,545,Plan545,Description for Plan545,144,8,292,58,545,773,626,2024-09-06 22:36:39,545,709,163.83,2024-04-13 10:10:15,PAYPAL,PENDING,545,178,974,2025-02-25,2025-03-07,CANCELLED
546,John,Smith,john.smith546@example.com,546,Plan546,Description for Plan546,91,1,109,56,546,145,334,2024-10-08 08:14:44,546,499,277.81,2025-02-19 11:25:14,PAYPAL,COMPLETED,546,214,387,2024-12-14,2024-12-23,CANCELLED
547,Bob,Brown,bob.brown547@example.com,547,Plan547,Description for Plan547,108,4,122,77,547,126,437,2024-05-08 07:17:38,547,641,282.22,2024-05-20 14:14:11,PAYPAL,REFUNDED,547,212,107,2025-02-03,2025-02-07,CANCELLED
548,Jane,Smith,jane.smith548@example.com,548,Plan548,Description for Plan548,100,3,152,81,548,160,834,2024-10-30 13:38:55,548,98,203.62,2025-02-19 20:44:12,CREDIT_CARD,FAILED,548,609,978,2024-10-16,2024-11-10,EXPIRED
549,Alice,Brown,alice.brown549@example.com,549,Plan549,Description for Plan549,99,4,255,53,549,443,923,2024-10-04 00:39:28,549,711,182.61,2024-05-01 16:12:07,CREDIT_CARD,PENDING,549,548,83,2024-04-19,2024-04-26,EXPIRED
550,John,Brown,john.brown550@example.com,550,Plan550,Description for Plan550,80,1,309,65,550,855,342,2025-03-02 02:54:02,550,421,221.74,2024-06-15 18:05:46,PAYPAL,PENDING,550,965,615,2024-09-12,2024-09-16,CANCELLED
551,Jane,Brown,jane.brown551@example.com,551,Plan551,Description for Plan551,101,1,225,63,551,321,366,2024-10-04 21:33:05,551,706,238.68,2024-06-21 07:33:00,PAYPAL,PENDING,551,740,737,2024-08-07,2024-08-18,EXPIRED
552,Alice,Johnson,alice.johnson552@example.com,552,Plan552,Description for Plan552,63,7,154,72,552,904,482,2024-08-16 23:42:39,552,277,121.19,2024-07-25 20:11:02,BANK_TRANSFER,REFUNDED,552,230,22,2025-01-02,2025-01-30,CANCELLED
553,John,Doe,john.doe553@example.com,553,Plan553,Description for Plan553,130,9,287,72,553,965,701,2024-12-15 20:21:51,553,469,261.84,2024-05-04 02:01:46,CREDIT_CARD,FAILED,553,640,530,2024-08-27,2024-09-11,ACTIVE
554,John,Brown,john.brown554@example.com,554,Plan554,Description for Plan554,61,9,175,92,554,18,258,2025-03-30 01:49:06,554,742,197.12,2024-04-26 06:27:24,BANK_TRANSFER,COMPLETED,554,77,790,2024-06-21,2024-06-24,EXPIRED
555,Jane,Brown,jane.brown555@example.com,555,Plan555,Description for Plan555,124,8,170,72,555,524,251,2024-11-18 13:12:50,555,888,98.21,2025-02-02 15:12:06,CREDIT_CARD,PENDING,555,552,755,2024-09-29,2024-10-17,EXPIRED
556,Bob,Smith,bob.smith556@example.com,556,Plan556,Description for Plan556,91,2,134,57,556,320,41,2025-03-02 22:44:34,556,419,15.66,2024-07-21 08:18:24,PAYPAL,PENDING,556,670,900,2024-08-29,2024-09-18,EXPIRED
557,Jane,Doe,jane.doe557@example.com,557,Plan557,Description for Plan557,100,1,360,51,557,587,869,2024-11-21 13:39:45,557,799,341.64,2024-10-09 16:06:19,PAYPAL,FAILED,557,448,735,2025-01-06,2025-01-10,CANCELLED
558,Jane,Johnson,jane.johnson558@example.com,558,Plan558,Description for Plan558,146,8,119,57,558,475,523,2025-03-24 17:07:15,558,641,405.87,2024-07-01 16:03:50,CREDIT_CARD,COMPLETED,558,740,817,2024-05-19,2024-06-07,CANCELLED
559,John,Smith,john.smith559@example.com,559,Plan559,Description for Plan559,73,9,336,66,559,877,176,2025-01-29 12:50:32,559,397,288.53,2024-08-20 23:44:57,CREDIT_CARD,PENDING,559,152,794,2024-11-28,2024-12-23,ACTIVE
560,Jane,Doe,jane.doe560@example.com,560,Plan560,Description for Plan560,113,10,157,66,560,864,220,2024-04-05 09:04:53,560,278,62.87,2024-09-25 21:56:26,PAYPAL,COMPLETED,560,965,941,2024-09-07,2024-09-11,ACTIVE
561,John,Doe,john.doe561@example.com,561,Plan561,Description for Plan561,110,3,156,96,561,499,517,2024-09-18 10:25:37,561,864,165.69,2024-11-01 09:26:20,PAYPAL,COMPLETED,561,848,300,2024-10-16,2024-10-30,CANCELLED
562,John,Johnson,john.johnson562@example.com,562,Plan562,Description for Plan562,95,5,239,75,562,660,632,2024-06-13 04:25:51,562,776,328.00,2024-08-23 04:34:35,CREDIT_CARD,REFUNDED,562,880,214,2024-12-31,2025-01-16,ACTIVE
563,Bob,Smith,bob.smith563@example.com,563,Plan563,Description for Plan563,132,7,100,63,563,373,699,2025-01-28 05:19:52,563,175,384.44,2024-06-10 20:16:29,PAYPAL,COMPLETED,563,604,661,2024-09-08,2024-09-27,EXPIRED
564,Bob,Doe,bob.doe564@example.com,564,Plan564,Description for Plan564,138,6,275,82,564,572,376,2024-09-03 05:29:16,564,849,308.80,2024-12-06 03:14:28,CREDIT_CARD,REFUNDED,564,946,673,2025-02-12,2025-02-14,EXPIRED
565,Jane,Johnson,jane.johnson565@example.com,565,Plan565,Description for Plan565,137,6,221,93,565,647,719,2024-07-13 11:13:08,565,922,180.42,2025-01-03 16:33:48,PAYPAL,REFUNDED,565,893,393,2024-11-28,2024-11-30,ACTIVE
566,Alice,Smith,alice.smith566@example.com,566,Plan566,Description for Plan566,69,9,158,76,566,402,774,2024-06-10 17:09:29,566,577,275.16,2024-10-27 23:36:31,CREDIT_CARD,FAILED,566,223,299,2024-12-17,2024-12-23,ACTIVE
567,Alice,Brown,alice.brown567@example.com,567,Plan567,Description for Plan567,61,9,167,58,567,431,841,2024-04-24 01:22:18,567,939,304.68,2025-01-13 01:02:11,CREDIT_CARD,REFUNDED,567,567,569,2024-04-16,2024-05-08,CANCELLED
568,Jane,Doe,jane.doe568@example.com,568,Plan568,Description for Plan568,122,1,253,51,568,353,237,2024-12-30 18:48:50,568,130,120.67,2025-02-11 21:35:17,BANK_TRANSFER,COMPLETED,568,270,845,2024-09-23,2024-10-01,CANCELLED
569,Alice,Smith,alice.smith569@example.com,569,Plan569,Description for Plan569,85,6,258,99,569,42,950,2024-08-17 05:17:03,569,918,67.67,2024-04-18 08:00:33,PAYPAL,COMPLETED,569,351,150,2024-08-05,2024-09-01,ACTIVE
570,Alice,Smith,alice.smith570@example.com,570,Plan570,Description for Plan570,56,2,249,59,570,465,311,2024-07-03 21:56:42,570,454,426.02,2024-10-28 10:50:06,CREDIT_CARD,COMPLETED,570,590,834,2024-12-11,2025-01-10,CANCELLED
571,John,Brown,john.brown571@example.com,571,Plan571,Description for Plan571,51,5,254,61,571,534,950,2024-11-20 19:17:59,571,87,257.10,2025-01-29 05:47:58,BANK_TRANSFER,REFUNDED,571,397,770,2024-12-06,2025-01-04,ACTIVE
572,John,Johnson,john.johnson572@example.com,572,Plan572,Description for Plan572,145,2,228,73,572,734,860,2024-11-13 15:08:27,572,113,488.71,2025-01-18 00:45:53,PAYPAL,COMPLETED,572,140,103,2025-02-01,2025-02-20,EXPIRED
573,Bob,Smith,bob.smith573@example.com,573,Plan573,Description for Plan573,131,7,274,61,573,978,386,2025-02-23 04:01:17,573,185,216.65,2024-10-25 19:30:25,CREDIT_CARD,PENDING,573,599,453,2024-09-21,2024-10-06,ACTIVE
574,Jane,Smith,jane.smith574@example.com,574,Plan574,Description for Plan574,104,5,213,70,574,19,629,2024-06-20 18:14:36,574,925,129.20,2024-10-11 07:17:26,CREDIT_CARD,FAILED,574,999,630,2025-03-27,2025-04-24,ACTIVE
575,John,Doe,john.doe575@example.com,575,Plan575,Description for Plan575,140,3,207,75,575,906,924,2025-01-09 05:06:31,575,439,295.88,2024-05-23 03:43:23,BANK_TRANSFER,REFUNDED,575,910,425,2024-05-20,2024-06-04,ACTIVE
576,Bob,Johnson,bob.johnson576@example.com,576,Plan576,Description for Plan576,117,7,107,53,576,556,50,2025-03-14 12:26:43,576,979,365.31,2025-03-31 17:47:54,PAYPAL,FAILED,576,690,390,2024-05-26,2024-06-08,ACTIVE
577,John,Johnson,john.johnson577@example.com,577,Plan577,Description for Plan577,139,10,370,90,577,23,906,2024-04-04 14:04:16,577,898,18.64,2024-08-24 19:45:19,BANK_TRANSFER,COMPLETED,577,257,122,2024-09-06,2024-09-24,EXPIRED
578,John,Johnson,john.johnson578@example.com,578,Plan578,Description for Plan578,148,4,258,69,578,769,174,2024-04-22 07:28:00,578,776,156.61,2024-07-16 13:29:43,CREDIT_CARD,PENDING,578,208,506,2024-05-07,2024-05-12,EXPIRED
579,Alice,Doe,alice.doe579@example.com,579,Plan579,Description for Plan579,77,7,374,88,579,547,832,2025-02-21 05:57:24,579,342,86.94,2024-04-07 12:55:21,BANK_TRANSFER,REFUNDED,579,823,109,2024-07-02,2024-07-08,ACTIVE
580,Bob,Johnson,bob.johnson580@example.com,580,Plan580,Description for Plan580,85,2,131,84,580,438,917,2024-04-20 09:57:26,580,107,366.72,2025-02-10 06:08:22,BANK_TRANSFER,COMPLETED,580,303,924,2024-11-27,2024-12-22,CANCELLED
581,John,Smith,john.smith581@example.com,581,Plan581,Description for Plan581,53,8,130,99,581,570,857,2025-02-15 10:21:13,581,543,327.61,2024-07-05 12:28:03,CREDIT_CARD,REFUNDED,581,19,676,2025-03-14,2025-03-15,CANCELLED
582,Alice,Johnson,alice.johnson582@example.com,582,Plan582,Description for Plan582,105,1,336,50,582,607,998,2025-02-08 06:55:02,582,634,212.42,2024-10-14 12:57:00,BANK_TRANSFER,PENDING,582,346,662,2025-03-22,2025-03-24,CANCELLED
583,John,Johnson,john.johnson583@example.com,583,Plan583,Description for Plan583,92,7,384,93,583,660,514,2024-05-16 02:18:51,583,535,327.82,2024-04-22 23:18:22,BANK_TRANSFER,REFUNDED,583,152,420,2024-12-29,2025-01-05,ACTIVE
584,Jane,Brown,jane.brown584@example.com,584,Plan584,Description for Plan584,97,10,194,55,584,945,787,2024-07-30 02:44:41,584,62,71.46,2024-04-15 07:25:38,BANK_TRANSFER,COMPLETED,584,458,997,2024-08-28,2024-09-14,CANCELLED
585,Alice,Smith,alice.smith585@example.com,585,Plan585,Description for Plan585,71,9,335,62,585,903,11,2025-03-21 07:49:00,585,824,403.49,2024-05-09 17:30:43,CREDIT_CARD,PENDING,585,251,363,2024-10-28,2024-11-15,ACTIVE
586,Jane,Smith,jane.smith586@example.com,586,Plan586,Description for Plan586,54,1,360,60,586,420,2,2024-12-13 10:40:18,586,272,100.57,2025-03-12 12:45:08,BANK_TRANSFER,REFUNDED,586,536,243,2024-04-04,2024-04-07,ACTIVE
587,Alice,Brown,alice.brown587@example.com,587,Plan587,Description for Plan587,72,1,268,84,587,177,914,2025-02-15 00:55:55,587,612,416.88,2024-12-26 11:02:57,CREDIT_CARD,FAILED,587,200,513,2024-10-06,2024-10-08,CANCELLED
588,John,Brown,john.brown588@example.com,588,Plan588,Description for Plan588,148,2,254,72,588,844,144,2024-12-14 14:40:37,588,153,258.59,2025-02-22 21:52:40,CREDIT_CARD,COMPLETED,588,913,919,2024-09-09,2024-10-09,ACTIVE
589,John,Johnson,john.johnson589@example.com,589,Plan589,Description for Plan589,76,3,342,65,589,562,334,2024-05-20 15:19:48,589,715,250.01,2024-10-11 14:20:34,PAYPAL,FAILED,589,461,490,2025-03-27,2025-04-09,EXPIRED
590,John,Doe,john.doe590@example.com,590,Plan590,Description for Plan590,67,9,215,69,590,367,593,2024-04-29 04:51:26,590,903,157.00,2024-05-19 18:29:04,PAYPAL,COMPLETED,590,875,403,2024-06-27,2024-06-29,ACTIVE
591,Bob,Smith,bob.smith591@example.com,591,Plan591,Description for Plan591,141,1,114,58,591,936,806,2024-09-22 16:08:29,591,451,342.07,2024-04-11 05:02:23,BANK_TRANSFER,REFUNDED,591,427,172,2024-10-31,2024-11-14,CANCELLED
592,Alice,Doe,alice.doe592@example.com,592,Plan592,Description for Plan592,104,3,114,62,592,33,990,2025-03-10 21:47:05,592,138,248.64,2024-04-19 03:23:56,PAYPAL,REFUNDED,592,103,418,2024-07-09,2024-07-10,CANCELLED
593,Alice,Smith,alice.smith593@example.com,593,Plan593,Description for Plan593,113,4,263,96,593,437,796,2025-01-05 17:05:47,593,206,58.08,2024-10-26 05:31:35,PAYPAL,PENDING,593,778,300,2024-12-08,2024-12-20,EXPIRED
594,Bob,Johnson,bob.johnson594@example.com,594,Plan594,Description for Plan594,80,4,173,84,594,187,171,2024-11-27 19:14:08,594,383,430.92,2024-05-09 11:13:42,PAYPAL,PENDING,594,788,812,2024-08-03,2024-08-29,CANCELLED
595,Bob,Johnson,bob.johnson595@example.com,595,Plan595,Description for Plan595,145,7,350,60,595,83,97,2024-09-08 11:31:32,595,105,343.75,2024-12-22 21:53:04,BANK_TRANSFER,PENDING,595,940,999,2024-08-23,2024-08-23,EXPIRED
596,Alice,Doe,alice.doe596@example.com,596,Plan596,Description for Plan596,59,1,281,94,596,210,788,2024-11-09 04:09:16,596,735,259.49,2024-06-10 09:50:00,CREDIT_CARD,FAILED,596,739,711,2024-09-27,2024-10-14,ACTIVE
597,Bob,Doe,bob.doe597@example.com,597,Plan597,Description for Plan597,51,3,114,71,597,136,501,2024-04-09 11:07:38,597,212,26.87,2024-10-13 10:02:23,BANK_TRANSFER,PENDING,597,346,896,2024-04-28,2024-05-21,EXPIRED
598,Bob,Doe,bob.doe598@example.com,598,Plan598,Description for Plan598,74,10,315,50,598,915,571,2024-11-07 18:45:46,598,379,33.25,2025-03-10 14:28:39,BANK_TRANSFER,COMPLETED,598,426,412,2024-07-16,2024-07-26,CANCELLED
599,Alice,Smith,alice.smith599@example.com,599,Plan599,Description for Plan599,108,1,357,91,599,940,491,2025-03-10 11:49:43,599,126,167.39,2024-08-12 03:33:08,CREDIT_CARD,FAILED,599,178,53,2024-11-16,2024-12-03,ACTIVE
600,Jane,Brown,jane.brown600@example.com,600,Plan600,Description for Plan600,141,7,103,54,600,132,409,2024-12-22 02:51:27,600,678,479.99,2024-08-25 16:17:20,PAYPAL,FAILED,600,160,219,2024-11-21,2024-12-09,EXPIRED
601,Bob,Brown,bob.brown601@example.com,601,Plan601,Description for Plan601,142,8,364,93,601,159,143,2024-11-07 16:45:31,601,350,99.12,2024-07-20 18:07:55,PAYPAL,FAILED,601,762,470,2024-10-22,2024-11-19,ACTIVE
602,Jane,Brown,jane.brown602@example.com,602,Plan602,Description for Plan602,93,8,145,78,602,710,799,2025-01-31 05:46:33,602,140,19.27,2024-06-22 16:53:57,PAYPAL,PENDING,602,631,403,2024-08-04,2024-09-01,EXPIRED
603,John,Johnson,john.johnson603@example.com,603,Plan603,Description for Plan603,107,4,206,56,603,648,517,2024-08-25 18:00:23,603,144,281.30,2025-03-29 19:28:24,CREDIT_CARD,COMPLETED,603,959,843,2024-11-15,2024-11-19,CANCELLED
604,Bob,Doe,bob.doe604@example.com,604,Plan604,Description for Plan604,78,9,222,54,604,871,127,2025-02-10 08:02:16,604,442,14.05,2025-03-31 14:19:07,BANK_TRANSFER,COMPLETED,604,743,602,2024-08-22,2024-09-02,ACTIVE
605,Alice,Doe,alice.doe605@example.com,605,Plan605,Description for Plan605,131,8,202,57,605,896,432,2025-02-28 17:52:03,605,979,204.06,2025-01-30 09:54:26,BANK_TRANSFER,COMPLETED,605,294,361,2024-10-18,2024-10-31,ACTIVE
606,Jane,Brown,jane.brown606@example.com,606,Plan606,Description for Plan606,66,6,343,62,606,891,756,2024-07-31 06:42:23,606,90,437.03,2024-08-21 05:20:08,CREDIT_CARD,COMPLETED,606,550,350,2025-02-17,2025-03-12,ACTIVE
607,Alice,Brown,alice.brown607@example.com,607,Plan607,Description for Plan607,93,4,148,89,607,724,507,2024-11-30 13:38:28,607,132,291.94,2025-01-02 02:54:31,PAYPAL,REFUNDED,607,955,905,2024-11-17,2024-11-29,EXPIRED
608,Bob,Smith,bob.smith608@example.com,608,Plan608,Description for Plan608,60,4,206,66,608,491,106,2025-02-19 23:08:36,608,367,268.97,2024-11-17 03:46:05,BANK_TRANSFER,PENDING,608,390,374,2024-05-03,2024-05-14,EXPIRED
609,Bob,Johnson,bob.johnson609@example.com,609,Plan609,Description for Plan609,126,1,311,84,609,321,231,2024-12-04 21:22:29,609,794,101.33,2024-10-29 19:24:36,CREDIT_CARD,REFUNDED,609,144,500,2024-04-09,2024-05-05,CANCELLED
610,John,Smith,john.smith610@example.com,610,Plan610,Description for Plan610,141,9,226,51,610,278,620,2025-03-17 22:42:40,610,606,322.30,2024-11-03 09:06:11,PAYPAL,PENDING,610,567,335,2024-11-12,2024-11-23,EXPIRED
611,Alice,Smith,alice.smith611@example.com,611,Plan611,Description for Plan611,52,2,106,62,611,850,130,2024-08-07 10:29:10,611,119,424.28,2024-11-05 18:38:24,BANK_TRANSFER,FAILED,611,893,695,2024-09-19,2024-10-08,ACTIVE
612,Jane,Johnson,jane.johnson612@example.com,612,Plan612,Description for Plan612,121,1,287,91,612,3,744,2024-10-27 07:24:22,612,635,422.78,2025-03-08 02:24:46,PAYPAL,COMPLETED,612,844,343,2024-12-11,2024-12-19,EXPIRED
